x,solution
-1.0,0.0005408817784300693
-0.9949494949494949,0.008730044561758563
-0.9898989898989898,0.017512992898780895
-0.9797979797979798,0.01243954819637218
-0.9747474747474747,0.029787563731293373
-0.9696969696969697,0.04465234766096851
-0.9595959595959596,0.04549601244191107
-0.9545454545454546,0.05812595482168175
-0.9494949494949495,0.06961401439178101
-0.9393939393939394,0.06939226868866186
-0.9343434343434344,0.08103469138476427
-0.9292929292929293,0.09381676058148133
-0.9191919191919192,0.0937502102334396
-0.9141414141414141,0.10713532523274634
-0.9090909090909092,0.1198373635466715
-0.898989898989899,0.11995542300397126
-0.8939393939393939,0.13201896444989805
-0.8888888888888888,0.14433968834876146
-0.8787878787878788,0.14425021205900862
-0.8737373737373737,0.15695840840400122
-0.8686868686868687,0.16962273433987096
-0.8585858585858586,0.16966579276815896
-0.8535353535353535,0.1821588684631921
-0.8484848484848484,0.19458271881861755
-0.8383838383838383,0.19456828602308313
-0.8333333333333333,0.20700469482506473
-0.8282828282828283,0.21948815627285687
-0.8181818181818181,0.21948505938034713
-0.8131313131313131,0.23198766040673013
-0.8080808080808081,0.24443365828532165
-0.797979797979798,0.2444387034252074
-0.7929292929292929,0.256831949600156
-0.7878787878787878,0.2692228751818843
-0.7777777777777778,0.269216585099424
-0.7727272727272727,0.28161677561260495
-0.7676767676767677,0.2939943411435843
-0.7575757575757576,0.29399606109830034
-0.7525252525252525,0.3063438492278126
-0.7474747474747474,0.31866501728116003
-0.7373737373737373,0.31866300950832427
-0.7323232323232323,0.33096579294900785
-0.7272727272727273,0.3432484333224848
-0.7171717171717171,0.3432472240186067
-0.7121212121212122,0.355509626792374
-0.7070707070707071,0.36774212028580167
-0.696969696969697,0.36774146651429546
-0.6919191919191919,0.37994645035494384
-0.6868686868686869,0.3921236584088827
-0.6767676767676767,0.39212217085086437
-0.6717171717171717,0.40427459292617457
-0.6666666666666666,0.41639536884753375
-0.6565656565656566,0.4163944906737166
-0.6515151515151515,0.4284850233953758
-0.6464646464646464,0.4405412848512738
-0.6363636363636364,0.44054009342907974
-0.6313131313131313,0.4525648289158526
-0.6262626262626263,0.4645533820094098
-0.6161616161616161,0.46455225551057355
-0.611111111111111,0.4765065767580377
-0.606060606060606,0.4884212685335446
-0.5959595959595959,0.4884201625653204
-0.5909090909090908,0.5002974368152105
-0.5858585858585859,0.5121325341865729
-0.5757575757575757,0.5121313445961547
-0.5707070707070707,0.5239264823252764
-0.5656565656565656,0.5356761234175688
-0.5555555555555556,0.535674964995752
-0.5505050505050505,0.5473811837426242
-0.5454545454545454,0.5590385398208708
-0.5353535353535352,0.5590373263990283
-0.5303030303030303,0.5706480069641129
-0.5252525252525252,0.5822062540832857
-0.5151515151515151,0.582205021086022
-0.51010101010101,0.5937129233182786
-0.505050505050505,0.6051644304902152
-0.4949494949494949,0.6051631623953682
-0.48989898989898983,0.6165603840275811
-0.4848484848484848,0.6278970267814065
-0.4747474747474747,0.6278957150862163
-0.4696969696969696,0.6391738585035559
-0.4646464646464646,0.6503868159998719
-0.4545454545454545,0.6503854629839317
-0.4494949494949494,0.6615352851232562
-0.44444444444444436,0.6726149357015814
-0.43434343434343425,0.6726135269541662
-0.4292929292929292,0.6836250387674522
-0.4242424242424242,0.6945609187241459
-0.41414141414141414,0.6945594507213981
-0.40909090909090906,0.70542168871339
-0.40404040404040403,0.7162022883713866
-0.3939393939393939,0.716200750186635
-0.38888888888888884,0.7269016638090925
-0.3838383838383838,0.7375143161104646
-0.3737373737373737,0.7375126975898819
-0.3686868686868686,0.7480389861424651
-0.3636363636363636,0.7584696626370194
-0.3535353535353535,0.7584679511526721
-0.3484848484848484,0.7688048485939258
-0.34343434343434337,0.7790379432293204
-0.33333333333333326,0.7790361230924527
-0.3282828282828282,0.7891671660003551
-0.32323232323232315,0.7991852217451131
-0.31313131313131304,0.799183274634257
-0.30808080808080796,0.8090899900738107
-0.3030303030303029,0.8188733586348759
-0.2929292929292928,0.8188712618660154
-0.2878787878787878,0.8285327983037731
-0.28282828282828276,0.8380592251955721
-0.2727272727272727,0.8380569508356134
-0.2676767676767676,0.8474496140031427
-0.2626262626262626,0.8566937168720253
-0.2525252525252525,0.856691229472652
-0.24747474747474743,0.8657879010107059
-0.24242424242424238,0.8747205077208589
-0.23232323232323226,0.8747177622509593
-0.2272727272727272,0.883487151454198
-0.22222222222222215,0.8920744442715188
-0.21212121212121204,0.8920713823030649
-0.207070707070707,0.9004770580898763
-0.20202020202020193,0.908679458820467
-0.19191919191919182,0.908676003052382
-0.18686868686868677,0.9166751224555296
-0.1818181818181817,0.9244458115975751
-0.1717171717171716,0.924441857576031
-0.16666666666666657,0.9319834618107992
-0.16161616161616155,0.93926637293203
-0.1515151515151515,0.9392617760156506
-0.14646464646464644,0.9462844618946996
-0.14141414141414138,0.9530115062221016
-0.13131313131313127,0.9530060602489966
-0.12626262626262622,0.9594347244289676
-0.12121212121212116,0.965521852924593
-0.11111111111111105,0.9655152537367563
-0.106060606060606,0.9712564177455171
-0.10101010101010094,0.9765978653875622
-0.09090909090909083,0.9765896456939864
-0.08585858585858577,0.981524526048834
-0.08080808080808072,0.9859840970554821
-0.07070707070707061,0.9859735099159843
-0.06565656565656555,0.9899473404260856
-0.0606060606060605,0.9933446849158316
-0.050505050505050386,0.9934589559432006
-0.04545454545454536,0.9960043189440905
-0.04040404040404033,0.9986927566004352
-0.030303030303030276,1.0124607804130112
-0.02525252525252522,0.984275499772236
-0.020202020202020166,1.0532936305878189
-0.010101010101010055,1.1491947212386264
-0.005050505050505,0.7496972806921113
5.551115123125783e-17,-1.1486349824395394
0.010101010101010166,-1.052597555035154
0.015151515151515249,-0.9847631820189283
0.020202020202020332,-1.0136982065657303
0.030303030303030498,-1.0000048020573908
0.035353535353535526,-0.9981010004581747
0.04040404040404055,-0.9962387372834476
0.05050505050505061,-0.9961289660960617
0.055555555555555636,-0.9933500798377921
0.06060606060606066,-0.9899304563005875
0.07070707070707072,-0.9899426682527994
0.0757575757575758,-0.9859881738653612
0.08080808080808088,-0.9815116526723088
0.09090909090909105,-0.9815209400157279
0.09595959595959608,-0.9766010466573719
0.1010101010101011,-0.9712462366082606
0.11111111111111116,-0.9712535736196942
0.11616161616161624,-0.9655244129471727
0.12121212121212133,-0.9594264292810936
0.1313131313131315,-0.9594324056511991
0.13636363636363652,-0.9530136182626352
0.14141414141414155,-0.946277537676528
0.1515151515151516,-0.9462825283255787
0.15656565656565663,-0.9392681515389192
0.16161616161616166,-0.9319775647412563
0.1717171717171717,-0.931981818916761
0.1767676767676768,-0.9244473353423323
0.18181818181818188,-0.9166700144805123
0.19191919191919204,-0.9166737041880355
0.19696969696969707,-0.9086807834011648
0.2020202020202021,-0.9004725692738639
0.21212121212121215,-0.900475817023343
0.21717171717171724,-0.8920756103276019
0.22222222222222232,-0.8834831574027788
0.2323232323232325,-0.8834860527950795
0.23737373737373751,-0.8747215456757101
0.24242424242424254,-0.8657843084640086
0.2525252525252526,-0.8657869185135056
0.2575757575757577,-0.856694649350153
0.26262626262626276,-0.847446350897451
0.27272727272727293,-0.8474487268490714
0.27777777777777796,-0.8380600697603109
0.282828282828283,-0.8285298097516538
0.29292929292929304,-0.8285319914020475
0.29797979797979807,-0.8188741303331644
0.3030303030303031,-0.8090872325522169
0.31313131313131315,-0.8090892513342206
0.31818181818181823,-0.799185931143194
0.3232323232323233,-0.7891646038859147
0.3333333333333335,-0.7891664849834903
0.3383838383838385,-0.7790385992799348
0.34343434343434354,-0.7688024528805428
0.3535353535353536,-0.7688042165718796
0.3585858585858587,-0.7584702713073955
0.36363636363636376,-0.7480367332594119
0.3737373737373739,-0.7480383966396833
0.37878787878787895,-0.7375148868369319
0.383838383838384,-0.726899537030364
0.39393939393939403,-0.7269011135724112
0.3989898989898991,-0.7162028219660413
0.4040404040404042,-0.7054196640179579
0.41414141414141437,-0.7054211665743054
0.4191919191919194,-0.6945614225387998
0.4242424242424244,-0.683623118414285
0.4343434343434345,-0.6836245548333089
0.4393939393939395,-0.6726154174822104
0.44444444444444453,-0.6615334346047752
0.4545454545454546,-0.6615348151116309
0.45959595959595967,-0.6503872563192213
0.46464646464646475,-0.6391720839964766
0.4747474747474749,-0.6391734163867778
0.47979797979797995,-0.6278974754753978
0.484848484848485,-0.6165586880481314
0.49494949494949503,-0.6165599736696545
0.5000000000000001,-0.6051648220112753
0.5050505050505052,-0.5937112332880702
0.5151515151515154,-0.593712491043568
0.5202020202020203,-0.5822066645410082
0.5252525252525254,-0.5706464712307037
0.5353535353535355,-0.5706476812637175
0.5404040404040404,-0.5590389356405926
0.5454545454545455,-0.5473795243843955
0.5555555555555556,-0.5473807238596685
0.5606060606060607,-0.5356763944222693
0.5656565656565657,-0.5239250261815158
0.5757575757575759,-0.5239261954574987
0.5808080808080809,-0.5121330874710934
0.585858585858586,-0.500296002678784
0.595959595959596,-0.5002971238671777
0.6010101010101011,-0.4884213119706784
0.6060606060606062,-0.47650477571999783
0.6161616161616164,-0.47650597370760084
0.6212121212121213,-0.4645539922369918
0.6262626262626264,-0.45256413828687836
0.6363636363636365,-0.4525651439028024
0.6414141414141415,-0.4405416235063931
0.6464646464646466,-0.4284824526685032
0.6565656565656568,-0.4284836812098814
0.6616161616161618,-0.416394868893317
0.6666666666666669,-0.4042742700705149
0.6767676767676769,-0.40427534273786836
0.6818181818181819,-0.39212609863714215
0.686868686868687,-0.3799452510164772
0.696969696969697,-0.3799460852458209
0.7020202020202021,-0.3677388828408287
0.7070707070707072,-0.3555048395641828
0.7171717171717173,-0.3555067131816793
0.7222222222222223,-0.3432524640716106
0.7272727272727274,-0.3309730025978729
0.7373737373737375,-0.3309727058029901
0.7424242424242425,-0.3186647077892824
0.7474747474747476,-0.30632849620850855
0.7575757575757578,-0.30633120384312246
0.7626262626262628,-0.2939859401540079
0.7676767676767678,-0.2816297062597281
0.7777777777777779,-0.2816303500199246
0.782828282828283,-0.26924855131689385
0.7878787878787881,-0.25683066053347786
0.7979797979797982,-0.256828407401051
0.8030303030303032,-0.2443884208754517
0.8080808080808083,-0.23194503791216853
0.8181818181818183,-0.23195700398986455
0.8232323232323233,-0.2195418856474016
0.8282828282828284,-0.20711826813939702
0.8383838383838385,-0.2070989263953159
0.8434343434343435,-0.19456601210061222
0.8484848484848486,-0.18195500394783248
0.8585858585858588,-0.18198168822030186
0.8636363636363638,-0.16951129307184326
0.8686868686868688,-0.15718636305325634
0.8787878787878789,-0.15717787113740506
0.883838383838384,-0.14471153811357063
0.8888888888888891,-0.13198171099967637
0.8989898989898992,-0.13192957157431426
0.9040404040404042,-0.11911096757220214
